#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 02 20 04 36 210  2.6  4.1    MM    MM    MM  MM 1024.6  10.4  13.6    MM   MM   MM    MM
2024 02 20 04 30 210  2.6  3.6    MM    MM    MM  MM 1024.6  10.5  13.6    MM   MM   MM    MM
2024 02 20 04 24 210  2.6  3.6    MM    MM    MM  MM 1024.5  10.4  13.6    MM   MM   MM    MM
2024 02 20 04 18 210  3.1  4.1    MM    MM    MM  MM 1024.6  10.6  13.7    MM   MM   MM    MM
2024 02 20 04 12 210  3.1  4.1    MM    MM    MM  MM 1024.5  10.7  13.7    MM   MM   MM    MM
2024 02 20 04 06 210  3.1  4.6    MM    MM    MM  MM 1024.5  10.7  13.7    MM   MM   MM    MM
2024 02 20 04 00 210  2.6  4.6    MM    MM    MM  MM 1024.5  10.9  13.7    MM   MM +0.9    MM
2024 02 20 03 54 210  3.6  5.7    MM    MM    MM  MM 1024.5  11.0  13.7    MM   MM   MM    MM
2024 02 20 03 48 200  3.6  4.6    MM    MM    MM  MM 1024.5  11.0  13.7    MM   MM   MM    MM
2024 02 20 03 42 210  3.6  5.7    MM    MM    MM  MM 1024.5  11.0  13.7    MM   MM   MM    MM
2024 02 20 03 36 210  3.1  4.6    MM    MM    MM  MM 1024.5  11.0  13.7    MM   MM   MM    MM
2024 02 20 03 30 200  3.1  4.1    MM    MM    MM  MM 1024.5  11.0  13.8    MM   MM   MM    MM
2024 02 20 03 24 200  3.1  4.6    MM    MM    MM  MM 1024.5  11.1  13.8    MM   MM   MM    MM
2024 02 20 03 18 200  2.6  4.6    MM    MM    MM  MM 1024.5  11.1  13.8    MM   MM   MM    MM
2024 02 20 03 12 200  3.6  5.1    MM    MM    MM  MM 1024.5  11.2  13.8    MM   MM   MM    MM
2024 02 20 03 06 200  3.1  4.1    MM    MM    MM  MM 1024.5  11.2  13.8    MM   MM   MM    MM
2024 02 20 03 00 200  3.1  3.6    MM    MM    MM  MM 1024.5  11.2  13.9    MM   MM +1.1    MM
2024 02 20 02 54 190  3.1  3.6    MM    MM    MM  MM 1024.5  11.2  13.9    MM   MM   MM    MM
2024 02 20 02 48 200  2.6  4.6    MM    MM    MM  MM 1024.5  11.4  13.9    MM   MM   MM    MM
2024 02 20 02 42 190  2.1  4.1    MM    MM    MM  MM 1024.5  11.4  13.9    MM   MM   MM    MM
2024 02 20 02 36 190  2.6  3.6    MM    MM    MM  MM 1024.5  11.4  13.9    MM   MM   MM    MM
2024 02 20 02 30 190  2.1  3.1    MM    MM    MM  MM 1024.5  11.4  13.9    MM   MM   MM    MM
2024 02 20 02 24 190  1.5  2.6    MM    MM    MM  MM 1024.5  11.5  13.9    MM   MM   MM    MM
2024 02 20 02 18 190  2.6  3.1    MM    MM    MM  MM 1024.4  11.7  13.9    MM   MM   MM    MM
2024 02 20 02 12 200  2.1  3.1    MM    MM    MM  MM 1024.4  11.8  14.0    MM   MM   MM    MM
2024 02 20 02 06 210  2.6  4.1    MM    MM    MM  MM 1024.3  12.0  14.0    MM   MM   MM    MM
2024 02 20 02 00 210  2.1  3.6    MM    MM    MM  MM 1024.4  12.1  14.0    MM   MM +1.4    MM
2024 02 20 01 54 210  2.1  2.6    MM    MM    MM  MM 1024.3  12.1  14.0    MM   MM   MM    MM
2024 02 20 01 48  MM   MM   MM    MM    MM    MM  MM 1024.2  12.2  14.0    MM   MM   MM    MM
2024 02 20 01 42  MM   MM   MM    MM    MM    MM  MM 1024.2  12.1  14.0    MM   MM   MM    MM
2024 02 20 01 36  MM   MM   MM    MM    MM    MM  MM 1024.1  12.2  14.1    MM   MM   MM    MM
2024 02 20 01 30 190  1.0  2.1    MM    MM    MM  MM 1024.1  12.3  14.1    MM   MM   MM    MM
2024 02 20 01 24 210  1.5  3.1    MM    MM    MM  MM 1024.0  12.5  14.1    MM   MM   MM    MM
2024 02 20 01 18 200  2.6  3.1    MM    MM    MM  MM 1024.0  12.6  14.1    MM   MM   MM    MM
2024 02 20 01 12 210  2.1  3.1    MM    MM    MM  MM 1023.9  12.7  14.1    MM   MM   MM    MM
2024 02 20 01 06 200  2.1  2.6    MM    MM    MM  MM 1023.7  12.7  14.2    MM   MM   MM    MM
2024 02 20 01 00 200  2.6  3.6    MM    MM    MM  MM 1023.6  12.7  14.2    MM   MM +0.5    MM
2024 02 20 00 54 200  2.6  3.1    MM    MM    MM  MM 1023.5  12.9  14.2    MM   MM   MM    MM
2024 02 20 00 48 190  2.1  2.6    MM    MM    MM  MM 1023.4  13.0  14.2    MM   MM   MM    MM
2024 02 20 00 42 210  2.1  2.6    MM    MM    MM  MM 1023.5  13.0  14.2    MM   MM   MM    MM
2024 02 20 00 36 210  2.6  4.1    MM    MM    MM  MM 1023.3  13.2  14.2    MM   MM   MM    MM
2024 02 20 00 30 150  1.0  1.0    MM    MM    MM  MM 1023.1  13.0  14.2    MM   MM   MM    MM
2024 02 20 00 24  MM  0.0  0.5    MM    MM    MM  MM 1022.9  12.9  14.3    MM   MM   MM    MM
2024 02 20 00 18  MM  0.0  0.5    MM    MM    MM  MM 1023.0  13.0  14.3    MM   MM   MM    MM
2024 02 20 00 12  MM  0.0  0.0    MM    MM    MM  MM 1023.0  12.7  14.3    MM   MM   MM    MM
2024 02 20 00 06  MM  0.0  0.5    MM    MM    MM  MM 1023.1  12.8  14.3    MM   MM   MM    MM
2024 02 20 00 00  MM  0.0  0.0    MM    MM    MM  MM 1023.4    MM  14.3    MM   MM +0.3    MM
2024 02 19 23 54  MM  0.0  1.0    MM    MM    MM  MM 1023.3    MM  14.3    MM   MM   MM    MM
2024 02 19 23 48  70  1.5  2.1    MM    MM    MM  MM 1023.2  13.2  14.4    MM   MM   MM    MM
2024 02 19 23 42  70  1.5  2.1    MM    MM    MM  MM 1023.0  13.3  14.4    MM   MM   MM    MM
2024 02 19 23 36  70  2.6  2.6    MM    MM    MM  MM 1023.0  13.3  14.4    MM   MM   MM    MM
2024 02 19 23 30  80  2.1  3.1    MM    MM    MM  MM 1023.0    MM  14.4    MM   MM   MM    MM
2024 02 19 23 24  70  2.6  2.6    MM    MM    MM  MM 1022.9    MM  14.4    MM   MM   MM    MM
2024 02 19 23 18  MM   MM   MM    MM    MM    MM  MM 1023.0  13.4  14.3    MM   MM   MM    MM
2024 02 19 23 12  MM   MM   MM    MM    MM    MM  MM 1023.0  13.4  14.2    MM   MM   MM    MM
2024 02 19 23 06  MM   MM   MM    MM    MM    MM  MM 1023.0  13.4  14.2    MM   MM   MM    MM
2024 02 19 23 00  50  2.1  2.6    MM    MM    MM  MM 1023.0  13.5  14.2    MM   MM -0.5    MM
2024 02 19 22 54  50  2.1  2.6    MM    MM    MM  MM 1023.0  13.5  14.2    MM   MM   MM    MM
2024 02 19 22 48  40  2.1  2.1    MM    MM    MM  MM     MM  13.4  14.2    MM   MM   MM    MM
2024 02 19 22 42  30  2.1  2.1    MM    MM    MM  MM     MM  13.4  14.2    MM   MM   MM    MM
2024 02 19 22 36  30  2.1  2.6    MM    MM    MM  MM     MM  13.4  14.2    MM   MM   MM    MM
2024 02 19 22 30  30  2.1  2.6    MM    MM    MM  MM 1023.1  13.4  14.2    MM   MM   MM    MM
2024 02 19 22 24  30  2.1  2.6    MM    MM    MM  MM 1023.1  13.3  14.2    MM   MM   MM    MM
2024 02 19 22 18  30  2.1  2.6    MM    MM    MM  MM 1023.1    MM  14.2    MM   MM   MM    MM
2024 02 19 22 12  40  2.1  2.6    MM    MM    MM  MM 1023.0    MM  14.2    MM   MM   MM    MM
2024 02 19 22 06  20  2.1  2.1    MM    MM    MM  MM 1023.1    MM  14.2    MM   MM   MM    MM
2024 02 19 22 00  20  2.1  2.6    MM    MM    MM  MM 1023.1  13.2    MM    MM   MM -0.9    MM
2024 02 19 21 54  20  2.1  2.6    MM    MM    MM  MM 1023.1  13.1    MM    MM   MM   MM    MM
2024 02 19 21 48  20  2.6  3.1    MM    MM    MM  MM 1023.1  13.1  14.1    MM   MM   MM    MM
2024 02 19 21 42  20  2.6  3.1    MM    MM    MM  MM 1023.0  12.9  14.1    MM   MM   MM    MM
2024 02 19 21 36  10  3.1  3.1    MM    MM    MM  MM 1023.1  12.8  14.1    MM   MM   MM    MM
2024 02 19 21 30  10  3.1  3.6    MM    MM    MM  MM 1023.1  12.8  14.1    MM   MM   MM    MM
2024 02 19 21 24 360  3.1  3.6    MM    MM    MM  MM 1023.2  12.8  14.1    MM   MM   MM    MM
2024 02 19 21 18  10  3.1  3.6    MM    MM    MM  MM 1023.2  12.6  14.1    MM   MM   MM    MM
2024 02 19 21 12  10  3.1  3.6    MM    MM    MM  MM 1023.1  12.6  14.1    MM   MM   MM    MM
2024 02 19 21 06  10  3.1  3.6    MM    MM    MM  MM 1023.1  12.6  14.1    MM   MM   MM    MM
2024 02 19 21 00  10  3.1  4.1    MM    MM    MM  MM 1023.1  12.6  14.1    MM   MM -1.8    MM
2024 02 19 20 54  10  3.1  4.1    MM    MM    MM  MM 1023.1  12.5  14.1    MM   MM   MM    MM
2024 02 19 20 48  10  3.6  4.1    MM    MM    MM  MM 1023.2    MM  14.0    MM   MM   MM    MM
2024 02 19 20 42 360  3.1  3.6    MM    MM    MM  MM 1023.3    MM  14.0    MM   MM   MM    MM
2024 02 19 20 36  10  3.6  3.6    MM    MM    MM  MM 1023.4    MM  14.0    MM   MM   MM    MM
2024 02 19 20 30 360  3.1  3.6    MM    MM    MM  MM 1023.5  12.3  14.0    MM   MM   MM    MM
2024 02 19 20 24 360  3.1  3.6    MM    MM    MM  MM 1023.5  12.3  13.9    MM   MM   MM    MM
2024 02 19 20 18 360  3.1  3.6    MM    MM    MM  MM 1023.5    MM  13.9    MM   MM   MM    MM
2024 02 19 20 12  10  3.1  3.6    MM    MM    MM  MM 1023.5    MM  14.0    MM   MM   MM    MM
2024 02 19 20 06  10  3.1  3.6    MM    MM    MM  MM 1023.5    MM  13.9    MM   MM   MM    MM
2024 02 19 20 00  10  3.1  3.6    MM    MM    MM  MM 1023.5    MM  13.9    MM   MM -2.3    MM
2024 02 19 19 54  10  3.1  3.6    MM    MM    MM  MM 1023.5    MM  13.9    MM   MM   MM    MM
2024 02 19 19 48  20  3.1  3.6    MM    MM    MM  MM 1023.5  11.8  14.0    MM   MM   MM    MM
2024 02 19 19 42  10  2.6  3.1    MM    MM    MM  MM 1023.6  11.7  13.9    MM   MM   MM    MM
2024 02 19 19 36  10  2.6  3.1    MM    MM    MM  MM 1023.7  11.7  14.0    MM   MM   MM    MM
2024 02 19 19 30  10  2.6  3.1    MM    MM    MM  MM 1023.7  11.6  13.9    MM   MM   MM    MM
2024 02 19 19 24  10  2.6  3.1    MM    MM    MM  MM 1023.8  11.5  13.9    MM   MM   MM    MM
2024 02 19 19 18  10  2.6  3.6    MM    MM    MM  MM 1023.7  11.5  13.9    MM   MM   MM    MM
2024 02 19 19 12 360  2.6  3.1    MM    MM    MM  MM 1023.9  11.6  13.8    MM   MM   MM    MM
2024 02 19 19 06 350  3.1  3.1    MM    MM    MM  MM 1024.0  11.5  13.7    MM   MM   MM    MM
2024 02 19 19 00  10  3.1  3.6    MM    MM    MM  MM 1024.0  11.3  13.7    MM   MM -1.7    MM
2024 02 19 18 54 360  2.6  3.1    MM    MM    MM  MM 1024.1  11.3  13.7    MM   MM   MM    MM
2024 02 19 18 48 360  2.6  3.1    MM    MM    MM  MM 1024.1  11.4  13.7    MM   MM   MM    MM
2024 02 19 18 42 360  2.6  3.1    MM    MM    MM  MM 1024.2  11.4  13.7    MM   MM   MM    MM
2024 02 19 18 36  20  2.6  3.1    MM    MM    MM  MM 1024.5  11.2  13.7    MM   MM   MM    MM
2024 02 19 18 30 360  2.6  3.1    MM    MM    MM  MM 1024.7  11.3  13.7    MM   MM   MM    MM
2024 02 19 18 24 360  2.6  3.6    MM    MM    MM  MM 1024.8  11.2  13.6    MM   MM   MM    MM
2024 02 19 18 18  10  2.6  3.6    MM    MM    MM  MM 1024.8  11.3  13.5    MM   MM   MM    MM
2024 02 19 18 12  10  3.1  3.6    MM    MM    MM  MM 1024.9  10.9  13.4    MM   MM   MM    MM
2024 02 19 18 06 360  2.6  3.6    MM    MM    MM  MM 1024.9  10.8  13.4    MM   MM   MM    MM
2024 02 19 18 00  10  3.1  3.1    MM    MM    MM  MM 1024.9  10.5  13.4    MM   MM -0.3    MM
2024 02 19 17 54  20  2.6  3.1    MM    MM    MM  MM 1024.9  10.6  13.3    MM   MM   MM    MM
2024 02 19 17 48  20  2.6  3.6    MM    MM    MM  MM 1024.9  10.5  13.3    MM   MM   MM    MM
2024 02 19 17 42  20  3.1  3.6    MM    MM    MM  MM 1025.0  10.4  13.3    MM   MM   MM    MM
2024 02 19 17 36  10  3.1  3.1    MM    MM    MM  MM 1025.2  10.3  13.3    MM   MM   MM    MM
2024 02 19 17 30 360  2.6  3.1    MM    MM    MM  MM 1025.4  10.4  13.2    MM   MM   MM    MM
2024 02 19 17 24  10  2.6  3.1    MM    MM    MM  MM 1025.5  10.3  13.3    MM   MM   MM    MM
2024 02 19 17 18  20  2.6  3.1    MM    MM    MM  MM 1025.5  10.1  13.2    MM   MM   MM    MM
2024 02 19 17 12  20  2.6  3.1    MM    MM    MM  MM 1025.6  10.1  13.2    MM   MM   MM    MM
2024 02 19 17 06  20  2.6  3.1    MM    MM    MM  MM 1025.7   9.9  13.2    MM   MM   MM    MM
2024 02 19 17 00  20  2.6  2.6    MM    MM    MM  MM 1025.8  10.0  13.2    MM   MM +1.5    MM
2024 02 19 16 54  20  2.6  3.1    MM    MM    MM  MM 1025.9   9.8  13.2    MM   MM   MM    MM
2024 02 19 16 48  30  2.6  2.6    MM    MM    MM  MM 1025.9   9.8  13.2    MM   MM   MM    MM
2024 02 19 16 42  30  2.6  2.6    MM    MM    MM  MM 1025.9   9.8  13.1    MM   MM   MM    MM
2024 02 19 16 36  30  2.6  2.6    MM    MM    MM  MM 1025.9   9.7  13.0    MM   MM   MM    MM
2024 02 19 16 30  40  2.6  3.1    MM    MM    MM  MM 1025.9   9.6  13.1    MM   MM   MM    MM
2024 02 19 16 24  40  2.6  3.1    MM    MM    MM  MM 1025.9   9.6  13.1    MM   MM   MM    MM
2024 02 19 16 18  50  2.6  3.1    MM    MM    MM  MM 1025.9   9.5  13.1    MM   MM   MM    MM
2024 02 19 16 12  40  2.6  3.1    MM    MM    MM  MM 1025.9   9.4  13.0    MM   MM   MM    MM
2024 02 19 16 06  40  2.6  3.1    MM    MM    MM  MM 1025.8   9.3  12.9    MM   MM   MM    MM
2024 02 19 16 00  40  2.6  3.1    MM    MM    MM  MM 1025.7   9.3  12.7    MM   MM +1.9    MM
2024 02 19 15 54  50  2.6  3.6    MM    MM    MM  MM 1025.7   9.3  12.7    MM   MM   MM    MM
2024 02 19 15 48  60  3.1  4.1    MM    MM    MM  MM 1025.6   9.3  12.7    MM   MM   MM    MM
2024 02 19 15 42  50  3.6  4.1    MM    MM    MM  MM 1025.6   9.0  12.7    MM   MM   MM    MM
2024 02 19 15 36  60  3.6  4.1    MM    MM    MM  MM 1025.6   9.1  12.5    MM   MM   MM    MM
2024 02 19 15 30  60  3.1  4.1    MM    MM    MM  MM 1025.6   9.0  12.5    MM   MM   MM    MM
2024 02 19 15 24  70  3.1  4.1    MM    MM    MM  MM 1025.5   9.0  12.5    MM   MM   MM    MM
2024 02 19 15 18  70  3.6  4.1    MM    MM    MM  MM 1025.4   8.8  12.5    MM   MM   MM    MM
2024 02 19 15 12  70  3.6  4.1    MM    MM    MM  MM 1025.4   8.9  12.4    MM   MM   MM    MM
2024 02 19 15 06  60  3.6  4.6    MM    MM    MM  MM 1025.3   8.9  12.4    MM   MM   MM    MM
2024 02 19 15 00  70  4.6  5.1    MM    MM    MM  MM 1025.2   8.7  12.4    MM   MM +2.1    MM
2024 02 19 14 54  70  4.1  5.1    MM    MM    MM  MM 1025.1   8.8  12.3    MM   MM   MM    MM
2024 02 19 14 48  60  4.1  5.1    MM    MM    MM  MM 1025.1   8.8  12.3    MM   MM   MM    MM
2024 02 19 14 42  70  4.1  5.1    MM    MM    MM  MM 1025.0   8.6  12.2    MM   MM   MM    MM
2024 02 19 14 36  60  4.1  5.7    MM    MM    MM  MM 1025.0   8.7  12.2    MM   MM   MM    MM
2024 02 19 14 30  60  4.6  5.7    MM    MM    MM  MM 1024.8   8.6  12.3    MM   MM   MM    MM
2024 02 19 14 24  70  4.6  5.7    MM    MM    MM  MM 1024.7   8.4  12.4    MM   MM   MM    MM
2024 02 19 14 18  60  5.1  5.7    MM    MM    MM  MM 1024.7   8.4  12.3    MM   MM   MM    MM
2024 02 19 14 12  60  5.1  6.2    MM    MM    MM  MM 1024.6   8.4  12.2    MM   MM   MM    MM
2024 02 19 14 06  70  5.1  6.2    MM    MM    MM  MM 1024.4   8.3  12.3    MM   MM   MM    MM
2024 02 19 14 00  60  5.7  6.7    MM    MM    MM  MM 1024.3   8.4  12.3    MM   MM +2.0    MM
2024 02 19 13 54  70  6.2  6.7    MM    MM    MM  MM 1024.3   8.2  12.2    MM   MM   MM    MM
2024 02 19 13 48  70  5.7  6.7    MM    MM    MM  MM 1024.1   8.3  12.2    MM   MM   MM    MM
2024 02 19 13 42  60  6.2  7.2    MM    MM    MM  MM 1024.0   8.2  12.2    MM   MM   MM    MM
2024 02 19 13 36  70  6.2  7.2    MM    MM    MM  MM 1024.0   8.3  12.3    MM   MM   MM    MM
2024 02 19 13 30  70  6.2  7.2    MM    MM    MM  MM 1024.0   8.3  12.3    MM   MM   MM    MM
2024 02 19 13 24  70  6.2  7.2    MM    MM    MM  MM 1024.0   8.1  12.3    MM   MM   MM    MM
2024 02 19 13 18  70  6.2  7.2    MM    MM    MM  MM 1024.0   8.2  12.3    MM   MM   MM    MM
2024 02 19 13 12  60  6.7  7.7    MM    MM    MM  MM 1023.9   8.1  12.3    MM   MM   MM    MM
2024 02 19 13 06  60  6.2  7.7    MM    MM    MM  MM 1023.8   8.4  12.2    MM   MM   MM    MM
2024 02 19 13 00  60  6.7  7.7    MM    MM    MM  MM 1023.8   8.1  12.3    MM   MM +1.6    MM
2024 02 19 12 54  60  7.2  7.7    MM    MM    MM  MM 1023.7   8.1  12.3    MM   MM   MM    MM
2024 02 19 12 48  60  6.7  7.7    MM    MM    MM  MM 1023.7   8.2  12.3    MM   MM   MM    MM
2024 02 19 12 42  60  6.7  7.2    MM    MM    MM  MM 1023.7   8.1  12.3    MM   MM   MM    MM
2024 02 19 12 36  60  6.2  7.2    MM    MM    MM  MM 1023.6   8.1  12.3    MM   MM   MM    MM
2024 02 19 12 30  70  6.2  7.2    MM    MM    MM  MM 1023.6   8.2  12.3    MM   MM   MM    MM
2024 02 19 12 24  60  6.2  7.7    MM    MM    MM  MM 1023.5   8.2  12.3    MM   MM   MM    MM
2024 02 19 12 18  60  6.7  7.7    MM    MM    MM  MM 1023.3   8.1  12.3    MM   MM   MM    MM
2024 02 19 12 12  60  6.7  7.2    MM    MM    MM  MM 1023.3   8.4  12.3    MM   MM   MM    MM
2024 02 19 12 06  60  6.2  7.2    MM    MM    MM  MM 1023.2   8.4  12.3    MM   MM   MM    MM
2024 02 19 12 00  50  6.2  7.2    MM    MM    MM  MM 1023.1   8.3  12.3    MM   MM +1.2    MM
2024 02 19 11 54  50  6.2  7.2    MM    MM    MM  MM 1023.0   8.3  12.3    MM   MM   MM    MM
2024 02 19 11 48  60  6.7  7.2    MM    MM    MM  MM 1022.9   8.3  12.4    MM   MM   MM    MM
2024 02 19 11 42  60  6.2  7.7    MM    MM    MM  MM 1022.8   8.4  12.4    MM   MM   MM    MM
2024 02 19 11 36  50  6.2  7.2    MM    MM    MM  MM 1022.7   8.4  12.4    MM   MM   MM    MM
2024 02 19 11 30  50  6.2  7.2    MM    MM    MM  MM 1022.7   8.2  12.4    MM   MM   MM    MM
2024 02 19 11 24  50  6.7  7.2    MM    MM    MM  MM 1022.7   8.2  12.4    MM   MM   MM    MM
2024 02 19 11 18  50  6.2  7.7    MM    MM    MM  MM 1022.5   8.5  12.4    MM   MM   MM    MM
2024 02 19 11 12  50  6.2  7.2    MM    MM    MM  MM 1022.5   8.5  12.4    MM   MM   MM    MM
2024 02 19 11 06  50  6.2  7.7    MM    MM    MM  MM 1022.4   8.6  12.4    MM   MM   MM    MM
2024 02 19 11 00  50  6.7  7.2    MM    MM    MM  MM 1022.3   8.6  12.4    MM   MM +0.5    MM
2024 02 19 10 54  40  6.2  7.2    MM    MM    MM  MM 1022.2   8.7  12.4    MM   MM   MM    MM
2024 02 19 10 48  50  6.2  7.2    MM    MM    MM  MM 1022.2   8.8  12.4    MM   MM   MM    MM
2024 02 19 10 42  50  6.7  7.2    MM    MM    MM  MM 1022.1   8.8  12.4    MM   MM   MM    MM
2024 02 19 10 36  50  6.2  6.7    MM    MM    MM  MM 1022.1   9.0  12.4    MM   MM   MM    MM
2024 02 19 10 30  50  5.1  5.7    MM    MM    MM  MM 1022.3   9.0  12.4    MM   MM   MM    MM
2024 02 19 10 24  40  4.1  5.7    MM    MM    MM  MM 1022.3   9.0  12.4    MM   MM   MM    MM
2024 02 19 10 18  50  5.1  5.7    MM    MM    MM  MM 1022.2   9.1  12.4    MM   MM   MM    MM
2024 02 19 10 12  40  4.1  5.1    MM    MM    MM  MM 1022.3   9.1  12.4    MM   MM   MM    MM
2024 02 19 10 06  40  4.6  5.1    MM    MM    MM  MM 1022.3   9.1  12.4    MM   MM   MM    MM
2024 02 19 10 00  40  4.6  5.1    MM    MM    MM  MM 1022.2   9.1  12.4    MM   MM +0.4    MM
2024 02 19 09 54  40  4.1  5.1    MM    MM    MM  MM 1022.2   9.2  12.4    MM   MM   MM    MM
2024 02 19 09 48  50  4.1  4.6    MM    MM    MM  MM 1022.1   9.3  12.4    MM   MM   MM    MM
2024 02 19 09 42  40  4.1  4.6    MM    MM    MM  MM 1022.1   9.2  12.4    MM   MM   MM    MM
2024 02 19 09 36  40  3.6  4.6    MM    MM    MM  MM 1022.1   9.2  12.4    MM   MM   MM    MM
2024 02 19 09 30  40  4.6  5.1    MM    MM    MM  MM 1022.1   9.3  12.4    MM   MM   MM    MM
2024 02 19 09 24  30  4.6  5.7    MM    MM    MM  MM 1022.1   9.4  12.4    MM   MM   MM    MM
2024 02 19 09 18  30  4.6  5.1    MM    MM    MM  MM 1022.0   9.5  12.5    MM   MM   MM    MM
2024 02 19 09 12  30  4.1  5.1    MM    MM    MM  MM 1022.0   9.5  12.5    MM   MM   MM    MM
2024 02 19 09 06  20  4.1  5.1    MM    MM    MM  MM 1021.9   9.6  12.4    MM   MM   MM    MM
2024 02 19 09 00  20  3.6  4.6    MM    MM    MM  MM 1021.9   9.7  12.4    MM   MM +0.0    MM
2024 02 19 08 54  30  3.6  4.6    MM    MM    MM  MM 1021.9   9.7  12.4    MM   MM   MM    MM
2024 02 19 08 48  30  3.6  4.6    MM    MM    MM  MM 1021.8   9.7  12.5    MM   MM   MM    MM
2024 02 19 08 42  20  4.1  5.1    MM    MM    MM  MM 1021.8   9.7  12.5    MM   MM   MM    MM
2024 02 19 08 36  20  4.1  5.1    MM    MM    MM  MM 1021.8   9.8  12.5    MM   MM   MM    MM
2024 02 19 08 30  20  4.1  5.1    MM    MM    MM  MM 1021.7  10.0  12.5    MM   MM   MM    MM
2024 02 19 08 24  20  4.6  5.7    MM    MM    MM  MM 1021.7   9.9  12.5    MM   MM   MM    MM
2024 02 19 08 18  20  4.6  6.2    MM    MM    MM  MM 1021.6   9.9  12.5    MM   MM   MM    MM
2024 02 19 08 12  20  4.6  5.1    MM    MM    MM  MM 1021.7   9.9  12.5    MM   MM   MM    MM
2024 02 19 08 06  10  4.6  5.7    MM    MM    MM  MM 1021.8   9.9  12.5    MM   MM   MM    MM
2024 02 19 08 00  20  5.1  6.2    MM    MM    MM  MM 1021.8  10.0  12.5    MM   MM +0.0    MM
2024 02 19 07 54  10  4.6  6.2    MM    MM    MM  MM 1021.8  10.1  12.5    MM   MM   MM    MM
2024 02 19 07 48 360  4.6  5.7    MM    MM    MM  MM 1021.8  10.1  12.5    MM   MM   MM    MM
2024 02 19 07 42  10  4.6  5.7    MM    MM    MM  MM 1021.9  10.4  12.6    MM   MM   MM    MM
2024 02 19 07 36 360  4.6  6.2    MM    MM    MM  MM 1021.9  10.4  12.6    MM   MM   MM    MM
2024 02 19 07 30  20  5.1  5.7    MM    MM    MM  MM 1021.9  10.8  12.6    MM   MM   MM    MM
2024 02 19 07 24  20  5.1  6.2    MM    MM    MM  MM 1021.9  10.8  12.6    MM   MM   MM    MM
2024 02 19 07 18  20  5.1  5.7    MM    MM    MM  MM 1021.8  10.8  12.6    MM   MM   MM    MM
2024 02 19 07 12  10  5.1  5.7    MM    MM    MM  MM 1021.8  10.8  12.5    MM   MM   MM    MM
2024 02 19 07 06  30  5.1  5.7    MM    MM    MM  MM 1021.8  10.8  12.5    MM   MM   MM    MM
2024 02 19 07 00  30  5.1  5.7    MM    MM    MM  MM 1021.8  10.8  12.5    MM   MM +0.4    MM
2024 02 19 06 54  30  4.6  5.7    MM    MM    MM  MM 1021.8  10.8  12.5    MM   MM   MM    MM
2024 02 19 06 48  30  4.6  5.7    MM    MM    MM  MM 1021.8  10.9  12.6    MM   MM   MM    MM
2024 02 19 06 42  40  5.7  6.2    MM    MM    MM  MM 1021.8  11.0  12.6    MM   MM   MM    MM
2024 02 19 06 36  40  5.7  6.7    MM    MM    MM  MM 1021.8  11.0  12.6    MM   MM   MM    MM
2024 02 19 06 30  40  5.7  6.2    MM    MM    MM  MM 1021.8  11.1  12.6    MM   MM   MM    MM
2024 02 19 06 24  30  4.6  5.7    MM    MM    MM  MM 1021.9  11.1  12.6    MM   MM   MM    MM
2024 02 19 06 18  30  5.7  6.2    MM    MM    MM  MM 1021.8  11.1  12.6    MM   MM   MM    MM
2024 02 19 06 12  30  5.7  6.2    MM    MM    MM  MM 1021.8  11.1  12.6    MM   MM   MM    MM
2024 02 19 06 06  30  5.7  6.2    MM    MM    MM  MM 1021.8  11.2  12.6    MM   MM   MM    MM
2024 02 19 06 00  30  5.1  6.2    MM    MM    MM  MM 1021.8  11.2  12.6    MM   MM +0.7    MM
2024 02 19 05 54  30  5.1  6.2    MM    MM    MM  MM 1021.9  11.2  12.6    MM   MM   MM    MM
2024 02 19 05 48  30  5.7  6.2    MM    MM    MM  MM 1021.9  11.2  12.6    MM   MM   MM    MM
2024 02 19 05 42  20  5.1  5.7    MM    MM    MM  MM 1021.9  11.2  12.6    MM   MM   MM    MM
2024 02 19 05 36  20  5.1  5.7    MM    MM    MM  MM 1021.9  11.3  12.6    MM   MM   MM    MM
2024 02 19 05 30  20  5.1  5.7    MM    MM    MM  MM 1022.0  11.3  12.7    MM   MM   MM    MM
2024 02 19 05 24  30  5.1  5.7    MM    MM    MM  MM 1022.0  11.3  12.7    MM   MM   MM    MM
2024 02 19 05 18  30  5.1  6.2    MM    MM    MM  MM 1022.0  11.3  12.7    MM   MM   MM    MM
2024 02 19 05 12  30  5.1  5.7    MM    MM    MM  MM 1021.9  11.4  12.7    MM   MM   MM    MM
2024 02 19 05 06  20  4.6  6.2    MM    MM    MM  MM 1021.9  11.5  12.7    MM   MM   MM    MM
2024 02 19 05 00  20  4.6  6.2    MM    MM    MM  MM 1021.9  11.5  12.7    MM   MM +1.1    MM
2024 02 19 04 54  20  5.7  6.7    MM    MM    MM  MM 1021.8  11.5  12.7    MM   MM   MM    MM
2024 02 19 04 48  20  5.7  6.7    MM    MM    MM  MM 1021.8  11.5  12.7    MM   MM   MM    MM
