#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 02 09 23 42 200  3.1  4.6    MM    MM    MM  MM 1017.2  22.4  16.5    MM   MM   MM    MM
2024 02 09 23 36 200  3.1  4.1    MM    MM    MM  MM 1017.1  22.5  16.5    MM   MM   MM    MM
2024 02 09 23 30 200  2.6  4.6    MM    MM    MM  MM 1017.3    MM  16.5    MM   MM   MM    MM
2024 02 09 23 24 200  3.6  5.7    MM    MM    MM  MM 1017.3    MM  16.5    MM   MM   MM    MM
2024 02 09 23 18 200  3.1  5.1    MM    MM    MM  MM 1017.3  22.9  16.5    MM   MM   MM    MM
2024 02 09 23 00 190  5.1  6.2    MM    MM    MM  MM 1017.2  23.0  16.4    MM   MM -0.5    MM
2024 02 09 22 54 200  3.6  5.1    MM    MM    MM  MM 1017.2  23.1  16.4    MM   MM   MM    MM
2024 02 09 22 48 200  4.1  7.2    MM    MM    MM  MM 1017.2  23.1  16.4    MM   MM   MM    MM
2024 02 09 22 42 210  4.1  6.2    MM    MM    MM  MM 1017.3  23.2  16.4    MM   MM   MM    MM
2024 02 09 22 36 200  5.7  7.2    MM    MM    MM  MM 1017.2  23.3  16.4    MM   MM   MM    MM
2024 02 09 22 30 200  5.7  6.7    MM    MM    MM  MM 1017.2  23.2  16.4    MM   MM   MM    MM
2024 02 09 22 24 200  4.1  5.7    MM    MM    MM  MM 1017.1  23.3  16.4    MM   MM   MM    MM
2024 02 09 22 18 200  4.6  6.7    MM    MM    MM  MM 1017.1  23.2  16.4    MM   MM   MM    MM
2024 02 09 22 12 200  5.7  7.2    MM    MM    MM  MM 1017.0  23.3  16.4    MM   MM   MM    MM
2024 02 09 22 06 210  5.1  7.2    MM    MM    MM  MM 1017.0  23.5  16.4    MM   MM   MM    MM
2024 02 09 22 00 200  4.6  9.3    MM    MM    MM  MM 1017.0  23.5  16.4    MM   MM -1.0    MM
2024 02 09 21 54 190  5.7  8.2    MM    MM    MM  MM 1017.0  23.7  16.4    MM   MM   MM    MM
2024 02 09 21 48 200  5.1  7.7    MM    MM    MM  MM 1017.1  23.7  16.4    MM   MM   MM    MM
2024 02 09 21 42 190  5.1  8.2    MM    MM    MM  MM 1017.3  24.0  16.4    MM   MM   MM    MM
2024 02 09 21 36 190  5.7  9.3    MM    MM    MM  MM 1017.2  24.1  16.4    MM   MM   MM    MM
2024 02 09 21 30 180  4.6  7.2    MM    MM    MM  MM 1017.0  24.2  16.4    MM   MM   MM    MM
2024 02 09 21 24 190  4.1  6.2    MM    MM    MM  MM 1017.1  24.3  16.4    MM   MM   MM    MM
2024 02 09 21 18 190  5.7  7.7    MM    MM    MM  MM 1017.2  24.2  16.3    MM   MM   MM    MM
2024 02 09 21 12 200  4.6  7.7    MM    MM    MM  MM 1017.2  24.0  16.3    MM   MM   MM    MM
2024 02 09 21 06 200  4.6  8.2    MM    MM    MM  MM 1017.2  23.9  16.3    MM   MM   MM    MM
2024 02 09 21 00 200  5.1  8.8    MM    MM    MM  MM 1017.2  23.6  16.3    MM   MM -2.1    MM
2024 02 09 20 54 200  5.7  7.2    MM    MM    MM  MM 1017.3  23.7  16.3    MM   MM   MM    MM
2024 02 09 20 48 200  6.7  9.3    MM    MM    MM  MM 1017.3  23.7  16.3    MM   MM   MM    MM
2024 02 09 20 42 190  4.1  7.2    MM    MM    MM  MM 1017.4  24.2  16.3    MM   MM   MM    MM
2024 02 09 20 36 200  5.1  7.7    MM    MM    MM  MM 1017.6  24.1  16.2    MM   MM   MM    MM
2024 02 09 20 30 190  5.7  9.3    MM    MM    MM  MM 1017.7  23.9  16.2    MM   MM   MM    MM
2024 02 09 20 24 190  6.7  8.2    MM    MM    MM  MM 1017.6  24.0  16.2    MM   MM   MM    MM
2024 02 09 20 18 200  5.1  8.2    MM    MM    MM  MM 1017.7  24.0  16.2    MM   MM   MM    MM
2024 02 09 20 12 210  5.7  9.3    MM    MM    MM  MM 1017.6  23.8  16.1    MM   MM   MM    MM
2024 02 09 20 06 210  6.2  8.2    MM    MM    MM  MM 1017.6  23.9  16.1    MM   MM   MM    MM
2024 02 09 20 00 210  4.1  8.2    MM    MM    MM  MM 1017.7  24.3  16.1    MM   MM -2.1    MM
2024 02 09 19 54 220  4.6  7.2    MM    MM    MM  MM 1017.8  24.2  16.1    MM   MM   MM    MM
2024 02 09 19 48 200  4.1  7.2    MM    MM    MM  MM 1017.9  24.4  16.1    MM   MM   MM    MM
2024 02 09 19 42 190  6.2  8.2    MM    MM    MM  MM 1018.0  24.1  16.1    MM   MM   MM    MM
2024 02 09 19 36 190  5.7  8.2    MM    MM    MM  MM 1018.1  24.0  16.1    MM   MM   MM    MM
2024 02 09 19 30 210  6.2  8.8    MM    MM    MM  MM 1018.2  23.7    MM    MM   MM   MM    MM
2024 02 09 19 24 220  4.6  6.7    MM    MM    MM  MM 1018.0  23.8    MM    MM   MM   MM    MM
2024 02 09 19 18 200  3.6  5.7    MM    MM    MM  MM 1018.0  24.2  15.8    MM   MM   MM    MM
2024 02 09 19 12 200  5.1  9.8    MM    MM    MM  MM 1017.9  23.6  15.9    MM   MM   MM    MM
2024 02 09 19 06 190  5.1  8.8    MM    MM    MM  MM 1018.0  23.9  15.9    MM   MM   MM    MM
2024 02 09 19 00 210  5.1  8.2    MM    MM    MM  MM 1018.0  23.6  15.8    MM   MM -1.0    MM
2024 02 09 18 54 180  4.1  6.7    MM    MM    MM  MM 1018.1  24.0  15.8    MM   MM   MM    MM
2024 02 09 18 48 200  4.6  6.7    MM    MM    MM  MM 1018.6  23.6  15.8    MM   MM   MM    MM
2024 02 09 18 42 200  5.7  6.7    MM    MM    MM  MM 1018.8  23.6  15.8    MM   MM   MM    MM
2024 02 09 18 36 190  5.1  6.7    MM    MM    MM  MM 1018.9  23.9  15.7    MM   MM   MM    MM
2024 02 09 18 30 190  5.1  6.7    MM    MM    MM  MM 1018.9  23.5  15.7    MM   MM   MM    MM
2024 02 09 18 24 190  4.6  7.2    MM    MM    MM  MM 1019.0  23.3  15.7    MM   MM   MM    MM
2024 02 09 18 18 190  5.1  7.7    MM    MM    MM  MM 1019.1  23.7  15.6    MM   MM   MM    MM
2024 02 09 18 12 210  3.6  7.7    MM    MM    MM  MM 1019.1  23.3  15.6    MM   MM   MM    MM
2024 02 09 18 06 180  5.7  7.2    MM    MM    MM  MM 1019.2  23.3  15.6    MM   MM   MM    MM
2024 02 09 18 00 190  5.7  7.7    MM    MM    MM  MM 1019.3  23.1  15.5    MM   MM +0.0    MM
2024 02 09 17 54 200  6.2  7.7    MM    MM    MM  MM 1019.3  23.0  15.5    MM   MM   MM    MM
2024 02 09 17 48 200  5.7  7.2    MM    MM    MM  MM 1019.5  23.1  15.4    MM   MM   MM    MM
2024 02 09 17 42 200  5.7  8.8    MM    MM    MM  MM 1019.7  23.0  15.4    MM   MM   MM    MM
2024 02 09 17 36 210  5.7  8.2    MM    MM    MM  MM 1019.6  22.9  15.4    MM   MM   MM    MM
2024 02 09 17 30 190  5.7  8.2    MM    MM    MM  MM 1019.6  23.4  15.3    MM   MM   MM    MM
2024 02 09 17 24 210  3.6  6.7    MM    MM    MM  MM 1019.5  23.0  15.2    MM   MM   MM    MM
2024 02 09 17 18 190  3.6  5.7    MM    MM    MM  MM 1019.4  23.1  15.2    MM   MM   MM    MM
2024 02 09 17 12 180  3.6  6.2    MM    MM    MM  MM 1019.6  23.1  15.1    MM   MM   MM    MM
2024 02 09 17 06 190  4.1  6.2    MM    MM    MM  MM 1019.8  23.1  15.1    MM   MM   MM    MM
2024 02 09 17 00 180  4.6  6.7    MM    MM    MM  MM 1019.8  22.9  15.1    MM   MM +0.7    MM
2024 02 09 16 54 210  4.1  8.8    MM    MM    MM  MM 1019.9  22.8  15.1    MM   MM   MM    MM
2024 02 09 16 48 210  5.7  7.7    MM    MM    MM  MM 1019.9  22.5  15.0    MM   MM   MM    MM
2024 02 09 16 42 200  6.2  8.2    MM    MM    MM  MM 1019.7  22.6  15.0    MM   MM   MM    MM
2024 02 09 16 36 190  5.7  7.7    MM    MM    MM  MM 1019.5  22.4  15.0    MM   MM   MM    MM
2024 02 09 16 30 200  3.6  5.7    MM    MM    MM  MM 1019.4  22.4  14.9    MM   MM   MM    MM
2024 02 09 16 24 170  2.6  4.1    MM    MM    MM  MM 1019.3  22.7  14.9    MM   MM   MM    MM
2024 02 09 16 18 170  3.6  7.2    MM    MM    MM  MM 1019.1  22.5  14.8    MM   MM   MM    MM
2024 02 09 16 12 180  3.1  5.7    MM    MM    MM  MM 1019.1  22.3  14.8    MM   MM   MM    MM
2024 02 09 16 06 190  3.6  6.7    MM    MM    MM  MM 1019.1  21.8  14.8    MM   MM   MM    MM
2024 02 09 16 00 170  3.6  6.7    MM    MM    MM  MM 1019.0  21.9  14.7    MM   MM +0.0    MM
2024 02 09 15 54 170  4.1  6.2    MM    MM    MM  MM 1018.8  21.7  14.7    MM   MM   MM    MM
2024 02 09 15 48 180  4.6  6.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2024 02 09 15 42 190  2.6  4.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2024 02 09 15 36 190  3.1  6.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2024 02 09 15 30 190  3.1  5.1    MM    MM    MM  MM 1019.1  21.3  14.7    MM   MM   MM    MM
2024 02 09 15 24 170  3.6  5.7    MM    MM    MM  MM 1019.0  21.4  14.7    MM   MM   MM    MM
2024 02 09 15 18 170  3.1  6.2    MM    MM    MM  MM 1019.1  21.3  14.6    MM   MM   MM    MM
2024 02 09 15 12 180  2.6  5.7    MM    MM    MM  MM 1019.1  21.0  14.6    MM   MM   MM    MM
2024 02 09 15 06 180  3.1  5.7    MM    MM    MM  MM 1019.0  20.9  14.6    MM   MM   MM    MM
2024 02 09 15 00 170  2.6  5.1    MM    MM    MM  MM 1019.1  20.8  14.6    MM   MM +0.5    MM
2024 02 09 14 54 180  3.1  4.6    MM    MM    MM  MM 1019.1  20.7  14.6    MM   MM   MM    MM
2024 02 09 14 48 170  1.5  4.1    MM    MM    MM  MM 1019.1  20.5  14.6    MM   MM   MM    MM
2024 02 09 14 42 150  1.5  2.6    MM    MM    MM  MM 1019.1  20.1  14.6    MM   MM   MM    MM
2024 02 09 14 36 160  1.5  2.6    MM    MM    MM  MM 1019.2  19.4  14.6    MM   MM   MM    MM
2024 02 09 14 30 160  2.1  3.1    MM    MM    MM  MM 1019.2  19.0  14.6    MM   MM   MM    MM
2024 02 09 14 24 160  2.1  3.1    MM    MM    MM  MM 1019.1  18.5  14.6    MM   MM   MM    MM
2024 02 09 14 18 150  1.5  3.1    MM    MM    MM  MM 1019.1  18.0  14.6    MM   MM   MM    MM
2024 02 09 14 12 150  1.5  3.1    MM    MM    MM  MM 1019.2  17.6  14.6    MM   MM   MM    MM
2024 02 09 14 06 150  1.5  3.1    MM    MM    MM  MM 1019.1  17.3  14.6    MM   MM   MM    MM
2024 02 09 14 00 160  2.1  3.1    MM    MM    MM  MM 1019.1  17.1  14.6    MM   MM -0.0    MM
2024 02 09 13 54 150  1.5  2.6    MM    MM    MM  MM 1019.1  16.9  14.6    MM   MM   MM    MM
2024 02 09 13 48 150  1.5  2.6    MM    MM    MM  MM 1019.3  16.7  14.6    MM   MM   MM    MM
2024 02 09 13 42 150  1.5  2.6    MM    MM    MM  MM 1019.0  16.6  14.6    MM   MM   MM    MM
2024 02 09 13 36 150  1.0  2.6    MM    MM    MM  MM 1019.1  16.3  14.6    MM   MM   MM    MM
2024 02 09 13 30 140  1.5  2.6    MM    MM    MM  MM 1018.9  16.1  14.6    MM   MM   MM    MM
2024 02 09 13 24 140  1.0  3.1    MM    MM    MM  MM 1018.7  16.0  14.6    MM   MM   MM    MM
2024 02 09 13 18 150  1.5  3.1    MM    MM    MM  MM 1018.5  15.8  14.6    MM   MM   MM    MM
2024 02 09 13 12 150  1.5  3.1    MM    MM    MM  MM 1018.6  15.7  14.6    MM   MM   MM    MM
2024 02 09 13 06 150  1.5  3.1    MM    MM    MM  MM 1018.7  15.6  14.6    MM   MM   MM    MM
2024 02 09 13 00 150  1.5  2.6    MM    MM    MM  MM 1018.8  15.5  14.6    MM   MM +0.0    MM
2024 02 09 12 54 150  1.5  2.6    MM    MM    MM  MM 1018.9  15.5  14.6    MM   MM   MM    MM
2024 02 09 12 48 140  1.5  2.6    MM    MM    MM  MM 1018.9  15.5  14.6    MM   MM   MM    MM
2024 02 09 12 42 160  1.5  2.6    MM    MM    MM  MM 1018.8  15.7  14.6    MM   MM   MM    MM
2024 02 09 12 36 150  1.5  2.6    MM    MM    MM  MM 1018.7  15.7  14.6    MM   MM   MM    MM
2024 02 09 12 30 150  1.5  2.6    MM    MM    MM  MM 1018.8  15.7  14.6    MM   MM   MM    MM
2024 02 09 12 24 150  1.5  2.6    MM    MM    MM  MM 1018.9  15.8  14.6    MM   MM   MM    MM
2024 02 09 12 18 160  1.5  2.1    MM    MM    MM  MM 1019.0  15.8  14.6    MM   MM   MM    MM
2024 02 09 12 12 160  1.5  2.1    MM    MM    MM  MM 1019.0  15.9  14.6    MM   MM   MM    MM
2024 02 09 12 06 140  1.0  2.1    MM    MM    MM  MM 1018.7  15.9  14.6    MM   MM   MM    MM
2024 02 09 12 00 150  1.5  2.1    MM    MM    MM  MM 1018.6  16.0  14.6    MM   MM -0.4    MM
2024 02 09 11 54 140  1.5  2.6    MM    MM    MM  MM 1018.7  16.0  14.6    MM   MM   MM    MM
2024 02 09 11 48 140  2.1  3.1    MM    MM    MM  MM 1018.7  15.9  14.6    MM   MM   MM    MM
2024 02 09 11 42 140  1.5  2.6    MM    MM    MM  MM 1018.8  15.9  14.6    MM   MM   MM    MM
2024 02 09 11 36 160  1.5  2.1    MM    MM    MM  MM 1018.9  16.0  14.6    MM   MM   MM    MM
2024 02 09 11 30 150  1.0  2.6    MM    MM    MM  MM 1018.9  16.0  14.6    MM   MM   MM    MM
2024 02 09 11 24 150  1.5  3.1    MM    MM    MM  MM 1018.9  16.0  14.6    MM   MM   MM    MM
2024 02 09 11 18 140  1.5  3.1    MM    MM    MM  MM 1018.7  16.0  14.6    MM   MM   MM    MM
2024 02 09 11 12 150  2.1  3.1    MM    MM    MM  MM 1018.8  16.0  14.6    MM   MM   MM    MM
2024 02 09 11 06 150  1.5  2.6    MM    MM    MM  MM 1019.0  16.0  14.6    MM   MM   MM    MM
2024 02 09 11 00 150  1.5  2.6    MM    MM    MM  MM 1019.1  16.1  14.6    MM   MM +0.0    MM
2024 02 09 10 54 150  1.5  2.6    MM    MM    MM  MM 1019.1  16.1  14.6    MM   MM   MM    MM
2024 02 09 10 48 150  1.0  2.6    MM    MM    MM  MM 1019.0  16.1  14.6    MM   MM   MM    MM
2024 02 09 10 42 140  1.5  2.6    MM    MM    MM  MM 1018.9  16.1  14.6    MM   MM   MM    MM
2024 02 09 10 36 140  1.5  2.6    MM    MM    MM  MM 1018.9  16.0  14.6    MM   MM   MM    MM
2024 02 09 10 30 150  1.0  2.1    MM    MM    MM  MM 1018.8  16.1  14.6    MM   MM   MM    MM
2024 02 09 10 24 150  1.5  2.6    MM    MM    MM  MM 1018.9  16.1  14.6    MM   MM   MM    MM
2024 02 09 10 18 150  1.0  3.1    MM    MM    MM  MM 1019.0  16.2  14.6    MM   MM   MM    MM
2024 02 09 10 12 150  1.0  3.1    MM    MM    MM  MM 1018.9  16.2  14.6    MM   MM   MM    MM
2024 02 09 10 06 150  2.1  3.1    MM    MM    MM  MM 1018.8  16.2  14.6    MM   MM   MM    MM
2024 02 09 10 00 140  2.1  3.1    MM    MM    MM  MM 1018.9  16.3  14.6    MM   MM -0.8    MM
2024 02 09 09 54 150  2.1  3.1    MM    MM    MM  MM 1019.1  16.3  14.6    MM   MM   MM    MM
2024 02 09 09 48 140  1.5  3.1    MM    MM    MM  MM 1018.7  16.3  14.6    MM   MM   MM    MM
2024 02 09 09 42 150  1.5  3.1    MM    MM    MM  MM 1019.1  16.4  14.6    MM   MM   MM    MM
2024 02 09 09 36 140  1.5  2.6    MM    MM    MM  MM 1019.2  16.4  14.6    MM   MM   MM    MM
2024 02 09 09 30 140  1.0  2.6    MM    MM    MM  MM 1019.0  16.3  14.6    MM   MM   MM    MM
2024 02 09 09 24 140  1.0  2.1    MM    MM    MM  MM 1019.4  16.4  14.6    MM   MM   MM    MM
2024 02 09 09 18 140  1.0  2.1    MM    MM    MM  MM 1019.3  16.4  14.6    MM   MM   MM    MM
2024 02 09 09 12 140  1.5  2.1    MM    MM    MM  MM 1019.0  16.3  14.6    MM   MM   MM    MM
2024 02 09 09 06 130  1.0  2.1    MM    MM    MM  MM 1019.0  16.3  14.6    MM   MM   MM    MM
2024 02 09 09 00 140  1.0  1.5    MM    MM    MM  MM 1019.0  16.4  14.6    MM   MM +0.0    MM
2024 02 09 08 54  MM  0.0  1.5    MM    MM    MM  MM 1019.1  16.4  14.6    MM   MM   MM    MM
2024 02 09 08 48 140  0.5  1.5    MM    MM    MM  MM 1019.0  16.5  14.7    MM   MM   MM    MM
2024 02 09 08 42 150  1.0  2.1    MM    MM    MM  MM 1019.0  16.5  14.7    MM   MM   MM    MM
2024 02 09 08 36 140  0.5  1.5    MM    MM    MM  MM 1019.4  16.6  14.7    MM   MM   MM    MM
2024 02 09 08 30 140  1.0  2.1    MM    MM    MM  MM 1019.4  16.6  14.7    MM   MM   MM    MM
2024 02 09 08 24 150  1.0  1.5    MM    MM    MM  MM 1019.4  16.6  14.7    MM   MM   MM    MM
2024 02 09 08 18 140  1.0  1.5    MM    MM    MM  MM 1019.2  16.6  14.7    MM   MM   MM    MM
2024 02 09 08 12 140  1.0  2.6    MM    MM    MM  MM 1019.1  16.7  14.7    MM   MM   MM    MM
2024 02 09 08 06 140  1.0  2.6    MM    MM    MM  MM 1019.1  16.7  14.7    MM   MM   MM    MM
2024 02 09 08 00 140  1.5  2.6    MM    MM    MM  MM 1019.0  16.8  14.7    MM   MM -1.2    MM
2024 02 09 07 54 150  2.1  3.6    MM    MM    MM  MM 1018.9  16.8  14.7    MM   MM   MM    MM
2024 02 09 07 48 140  2.1  3.1    MM    MM    MM  MM 1018.3  16.8  14.7    MM   MM   MM    MM
2024 02 09 07 42 140  1.0  2.1    MM    MM    MM  MM 1018.9  16.9  14.7    MM   MM   MM    MM
2024 02 09 07 36 150  1.0  2.1    MM    MM    MM  MM 1019.4  17.0  14.7    MM   MM   MM    MM
2024 02 09 07 30 160  1.5  2.6    MM    MM    MM  MM 1019.4  17.0  14.8    MM   MM   MM    MM
2024 02 09 07 24 140  1.5  3.6    MM    MM    MM  MM 1019.3  17.0  14.8    MM   MM   MM    MM
2024 02 09 07 18 140  1.5  3.1    MM    MM    MM  MM 1019.5  17.0  14.8    MM   MM   MM    MM
2024 02 09 07 12 150  1.5  3.1    MM    MM    MM  MM 1019.4  16.9  14.8    MM   MM   MM    MM
2024 02 09 07 06 130  1.5  3.1    MM    MM    MM  MM 1019.6  16.9  14.8    MM   MM   MM    MM
2024 02 09 07 00 140  2.1  3.1    MM    MM    MM  MM 1019.7  16.9  14.8    MM   MM -0.4    MM
2024 02 09 06 54 150  1.0  3.6    MM    MM    MM  MM 1019.7  16.8  14.8    MM   MM   MM    MM
2024 02 09 06 48 150  2.1  3.6    MM    MM    MM  MM 1019.5  16.8  14.8    MM   MM   MM    MM
2024 02 09 06 42 140  1.5  3.1    MM    MM    MM  MM 1019.2  16.7  14.8    MM   MM   MM    MM
2024 02 09 06 36 140  1.5  3.6    MM    MM    MM  MM 1018.7  16.6  14.8    MM   MM   MM    MM
2024 02 09 06 30 130  2.1  3.6    MM    MM    MM  MM 1018.6  16.7  14.8    MM   MM   MM    MM
2024 02 09 06 24 140  1.5  3.6    MM    MM    MM  MM 1018.8  16.7  14.8    MM   MM   MM    MM
2024 02 09 06 18 140  1.5  3.6    MM    MM    MM  MM 1018.9  16.6  14.8    MM   MM   MM    MM
2024 02 09 06 12 140  2.1  4.6    MM    MM    MM  MM 1018.8  16.7  14.8    MM   MM   MM    MM
2024 02 09 06 06 140  2.1  4.1    MM    MM    MM  MM 1018.9  16.7  14.8    MM   MM   MM    MM
2024 02 09 06 00 140  1.5  3.1    MM    MM    MM  MM 1019.1  16.7  14.8    MM   MM -0.4    MM
2024 02 09 05 54 140  2.1  3.6    MM    MM    MM  MM 1019.3  16.8  14.8    MM   MM   MM    MM
2024 02 09 05 48 140  2.1  4.1    MM    MM    MM  MM 1019.4  16.8  14.8    MM   MM   MM    MM
2024 02 09 05 42 140  1.5  4.6    MM    MM    MM  MM 1019.3  16.8  14.8    MM   MM   MM    MM
2024 02 09 05 36 140  1.5  4.1    MM    MM    MM  MM 1019.2  16.9  14.8    MM   MM   MM    MM
2024 02 09 05 30 150  1.5  3.6    MM    MM    MM  MM 1019.6  17.0  14.8    MM   MM   MM    MM
2024 02 09 05 24 150  1.5  3.6    MM    MM    MM  MM 1019.8  17.1  14.8    MM   MM   MM    MM
2024 02 09 05 18 150  1.5  3.1    MM    MM    MM  MM 1019.9  17.1  14.8    MM   MM   MM    MM
2024 02 09 05 12 160  1.5  3.1    MM    MM    MM  MM 1020.0  17.1  14.8    MM   MM   MM    MM
2024 02 09 05 06 150  1.5  4.6    MM    MM    MM  MM 1020.2  17.1  14.8    MM   MM   MM    MM
2024 02 09 05 00 150  3.1  4.6    MM    MM    MM  MM 1020.2  17.1  14.8    MM   MM +0.6    MM
2024 02 09 04 54 150  2.1  5.1    MM    MM    MM  MM 1020.1  17.0  14.8    MM   MM   MM    MM
2024 02 09 04 48 150  2.1  5.7    MM    MM    MM  MM 1020.1  17.0  14.8    MM   MM   MM    MM
2024 02 09 04 42 150  2.6  5.1    MM    MM    MM  MM 1020.0  16.9  14.8    MM   MM   MM    MM
2024 02 09 04 36 150  2.1  4.1    MM    MM    MM  MM 1020.0  16.9  14.8    MM   MM   MM    MM
2024 02 09 04 30 150  2.1  4.1    MM    MM    MM  MM 1020.1  17.0  14.8    MM   MM   MM    MM
2024 02 09 04 24 150  2.1  4.6    MM    MM    MM  MM 1019.8  17.0  14.8    MM   MM   MM    MM
2024 02 09 04 18 140  2.6  4.6    MM    MM    MM  MM 1019.5  17.0  14.8    MM   MM   MM    MM
2024 02 09 04 12 150  3.1  4.6    MM    MM    MM  MM 1019.6  17.0  14.8    MM   MM   MM    MM
2024 02 09 04 06 140  3.1  4.6    MM    MM    MM  MM 1019.5  17.1  14.8    MM   MM   MM    MM
2024 02 09 04 00 150  2.1  4.1    MM    MM    MM  MM 1020.1  17.2  14.8    MM   MM +0.8    MM
2024 02 09 03 54 150  2.6  4.1    MM    MM    MM  MM 1020.2  17.3  14.8    MM   MM   MM    MM
2024 02 09 03 48 150  2.6  4.6    MM    MM    MM  MM 1020.1  17.3  14.9    MM   MM   MM    MM
2024 02 09 03 42 150  2.6  3.6    MM    MM    MM  MM 1020.0  17.1  14.9    MM   MM   MM    MM
2024 02 09 03 36 150  2.6  3.6    MM    MM    MM  MM 1019.9  17.0  14.9    MM   MM   MM    MM
2024 02 09 03 30 150  2.1  3.1    MM    MM    MM  MM 1019.6  17.0  14.9    MM   MM   MM    MM
2024 02 09 03 24 150  2.6  3.1    MM    MM    MM  MM 1019.6  17.1  14.9    MM   MM   MM    MM
2024 02 09 03 18 150  2.1  3.6    MM    MM    MM  MM 1019.6  17.3  14.9    MM   MM   MM    MM
2024 02 09 03 12 150  2.6  4.1    MM    MM    MM  MM 1020.0  17.5  14.9    MM   MM   MM    MM
2024 02 09 03 06 140  2.1  3.6    MM    MM    MM  MM 1019.8  17.3  14.9    MM   MM   MM    MM
2024 02 09 03 00 130  1.0  2.6    MM    MM    MM  MM 1019.5  17.1  14.9    MM   MM +0.0    MM
2024 02 09 02 54 140  1.0  2.1    MM    MM    MM  MM 1019.8  17.0  14.9    MM   MM   MM    MM
2024 02 09 02 48 140  1.0  1.5    MM    MM    MM  MM 1019.7  16.9  14.9    MM   MM   MM    MM
2024 02 09 02 42 140  1.0  1.5    MM    MM    MM  MM 1019.7  17.0  14.9    MM   MM   MM    MM
2024 02 09 02 36  MM  0.0  2.1    MM    MM    MM  MM 1019.5  17.0  14.9    MM   MM   MM    MM
2024 02 09 02 30  MM  0.0  2.6    MM    MM    MM  MM 1019.4  17.1  14.9    MM   MM   MM    MM
2024 02 09 02 24 140  0.5  2.1    MM    MM    MM  MM 1019.3  17.2  14.9    MM   MM   MM    MM
2024 02 09 02 18 140  1.0  2.1    MM    MM    MM  MM 1019.0  17.2  14.9    MM   MM   MM    MM
2024 02 09 02 12 140  1.0  3.1    MM    MM    MM  MM 1019.3  17.3  15.0    MM   MM   MM    MM
2024 02 09 02 06 160  1.5  2.6    MM    MM    MM  MM 1019.6  17.4  15.0    MM   MM   MM    MM
2024 02 09 02 00 140  1.5  4.1    MM    MM    MM  MM 1019.6  17.4  15.0    MM   MM -0.0    MM
2024 02 09 01 54 140  1.0  4.1    MM    MM    MM  MM 1019.2  17.5  15.0    MM   MM   MM    MM
2024 02 09 01 48 110  1.5  3.1    MM    MM    MM  MM 1019.2  17.6  15.0    MM   MM   MM    MM
2024 02 09 01 42 140  2.1  3.1    MM    MM    MM  MM 1019.4  17.7  15.0    MM   MM   MM    MM
2024 02 09 01 36 150  2.1  3.1    MM    MM    MM  MM 1019.6  17.7  15.0    MM   MM   MM    MM
2024 02 09 01 30 130  0.5  2.6    MM    MM    MM  MM 1019.0  17.6  15.0    MM   MM   MM    MM
2024 02 09 01 24 160  0.5  2.6    MM    MM    MM  MM 1019.2  17.6  15.0    MM   MM   MM    MM
2024 02 09 01 18 130  1.0  2.6    MM    MM    MM  MM 1019.3  17.7  15.0    MM   MM   MM    MM
2024 02 09 01 12 140  0.5  2.6    MM    MM    MM  MM 1019.3  17.7  15.0    MM   MM   MM    MM
2024 02 09 01 06 140  1.5  2.6    MM    MM    MM  MM 1019.4  17.8  15.0    MM   MM   MM    MM
2024 02 09 01 00 150  1.0  2.1    MM    MM    MM  MM 1019.3  17.9  15.0    MM   MM +0.3    MM
2024 02 09 00 54 140  1.5  2.6    MM    MM    MM  MM 1019.6  18.0  15.1    MM   MM   MM    MM
2024 02 09 00 48 140  1.0  2.6    MM    MM    MM  MM 1019.6  18.0  15.1    MM   MM   MM    MM
2024 02 09 00 42 120  1.0  2.6    MM    MM    MM  MM 1019.6  18.0  15.1    MM   MM   MM    MM
2024 02 09 00 36 140  1.5  3.1    MM    MM    MM  MM 1019.4  18.1  15.1    MM   MM   MM    MM
2024 02 09 00 30 140  1.5  2.6    MM    MM    MM  MM 1019.4  18.1  15.1    MM   MM   MM    MM
2024 02 09 00 24 140  2.1  3.6    MM    MM    MM  MM 1019.3  18.2  15.2    MM   MM   MM    MM
2024 02 09 00 18 130  1.0  3.1    MM    MM    MM  MM 1019.3  18.3  15.1    MM   MM   MM    MM
2024 02 09 00 12 130  1.0  4.1    MM    MM    MM  MM 1019.4  18.3  15.1    MM   MM   MM    MM
2024 02 09 00 06 120  1.0  4.1    MM    MM    MM  MM 1019.3  18.4  15.2    MM   MM   MM    MM
2024 02 09 00 00 150  2.1  5.7    MM    MM    MM  MM 1019.3  18.5  15.2    MM   MM -0.8    MM
2024 02 08 23 54 130  2.1  5.7    MM    MM    MM  MM 1019.3  18.7  15.2    MM   MM   MM    MM
2024 02 08 23 48 140  1.5  4.1    MM    MM    MM  MM 1019.4  18.8  15.2    MM   MM   MM    MM
2024 02 08 23 42 150  1.5  5.7    MM    MM    MM  MM 1019.3  18.9  15.2    MM   MM   MM    MM
